,inicio,fin,sector,subsector,producto,tipo,precio_euro_kg
1537,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.46
1538,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.61
1539,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.21
1540,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.63
1543,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Pimiento,Snack,2.21
1544,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Pimiento,Snack,0.32
1547,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Tomate,Asurcado ,0.91
1548,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Tomate,Asurcado ,0.47
1549,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Tomate,Asurcado ,0.74
1550,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Tomate,Larga Vida,0.43
1551,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Tomate,Larga Vida,0.12
1552,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Tomate,Larga Vida,0.32
1553,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Tomate,Liso,0.46
1554,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Tomate,Liso,0.41
1555,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Tomate,Liso,0.48
1558,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Tomate,Pera,0.53
1559,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Tomate,Pera,0.17
1560,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Tomate,Pera,0.45
1561,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Tomate,Rama,0.53
1562,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Tomate,Rama,0.19
1563,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Tomate,Rama,0.5
1564,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.56
1565,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.5
1566,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.18
1567,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,0.57
1568,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.3
1569,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,0.49
1570,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.92
1571,2018-12-03,2018-03-18,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.16
1572,2018-12-03,2018-03-18,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Berenjena_Eco,Larga (Eco),0.75
1573,2018-12-03,2018-03-18,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Calabacin_Eco,Verde (Eco),0.63
1574,2018-12-03,2018-03-18,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pepino_Eco,Tipo Holandés O Almería (Eco),1.24
1575,2018-12-03,2018-03-18,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,California (Eco),1.48
1576,2018-12-03,2018-03-18,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,California (Eco),1.46
1577,2018-12-03,2018-03-18,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,California (Eco),0.85
1578,2018-12-03,2018-03-18,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,Dulce Cónico (Eco),2.21
1579,2018-12-03,2018-03-18,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,Dulce Cónico (Eco),1.12
1580,2018-12-03,2018-03-18,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Pera (Eco),0.69
1581,2018-12-03,2018-03-18,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Rama (Eco),0.86
1582,2018-12-03,2018-03-18,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Redondo (Eco),0.45
1583,2018-12-03,2018-03-18,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Tipo Cherry (Eco),2.1
1584,2018-12-03,2018-03-18,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Tipo Cherry (Eco),1.83
1585,2018-12-03,2018-03-18,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Tipo Cherry (Eco),1.53
1590,2018-03-19,2018-03-25,Frutales,Frutales de cáscara,Almendra,Pepita,5.03
1615,2018-03-19,2018-03-25,Hortalizas,Hortícolas al aire libre,Esparrago,Verde,3.45
1618,2018-03-19,2018-03-25,Hortalizas,Hortícolas al aire libre,Zanahoria,Nantesa,0.4
1620,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Berenjena,Larga,0.17
1621,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Berenjena,Larga,0.04
1622,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Berenjena,Larga,0.13
1625,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Berenjena,Rayada,0.45
1626,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Berenjena,Rayada,0.15
1627,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Berenjena,Rayada,0.47
1631,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Calabacin,Verde,0.6
1632,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Calabacin,Verde,0.31
1633,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Calabacin,Verde,0.65
1636,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Judia_Verde,Plana,2.42
1637,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Judia_Verde,Plana,0.92
1638,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Judia_Verde,Plana,2.57
1639,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Judia_Verde,Redonda,3.79
1640,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Judia_Verde,Redonda,0.92
1641,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Judia_Verde,Redonda,4.28
1644,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Pepino,Corto O Tipo Español,0.31
1645,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Pepino,Corto O Tipo Español,0.12
1646,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Pepino,Corto O Tipo Español,0.34
1647,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Pepino,Largo Tipo Holandés O Almería,0.39
1648,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Pepino,Largo Tipo Holandés O Almería,0.14
1649,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Pepino,Largo Tipo Holandés O Almería,0.42
1650,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Pepino,Medio Largo O Tipo Francés,0.36
1651,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Pepino,Medio Largo O Tipo Francés,0.05
1652,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Pepino,Medio Largo O Tipo Francés,0.4
1656,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Pimiento,California,0.55
1657,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Pimiento,California,0.21
1658,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Pimiento,California,0.55
1659,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Pimiento,California,0.71
1660,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Pimiento,California,0.09
1661,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Pimiento,California,0.62
1662,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Pimiento,California,0.24
1663,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Pimiento,California,0.58
1664,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Pimiento,California,0.16
1665,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Pimiento,California,0.28
1666,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Pimiento,California,0.18
1667,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Pimiento,California,0.71
1668,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Pimiento,California,0.2
1669,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Pimiento,California,0.74
1670,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Pimiento,Dulce Cónico,1.42
1671,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Pimiento,Dulce Cónico,0.29
1672,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Pimiento,Italiano,1.0
1673,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Pimiento,Italiano,0.74
1674,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Pimiento,Italiano,1.08
1675,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.55
1676,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.21
1677,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.57
1678,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.36
1679,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.23
1680,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.4
1681,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.67
1682,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.24
1683,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.7
1686,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Pimiento,Snack,2.39
1687,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Pimiento,Snack,0.36
1690,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Tomate,Asurcado ,1.26
1691,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Tomate,Asurcado ,0.55
1692,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Tomate,Asurcado ,0.92
1693,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Tomate,Larga Vida,0.44
1694,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Tomate,Larga Vida,0.13
1695,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Tomate,Larga Vida,0.34
1696,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Tomate,Liso,0.5
1697,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Tomate,Liso,0.46
1698,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Tomate,Liso,0.53
1701,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Tomate,Pera,0.48
1702,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Tomate,Pera,0.17
1703,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Tomate,Pera,0.47
1704,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Tomate,Rama,0.46
1705,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Tomate,Rama,0.14
1706,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Tomate,Rama,0.4
1707,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.4
1708,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.38
1709,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.02
1710,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,0.4
1711,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.16
1712,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,0.18
1713,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.81
1714,2018-03-19,2018-03-25,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,0.83
1715,2018-03-19,2018-03-25,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Berenjena_Eco,Larga (Eco),0.62
1716,2018-03-19,2018-03-25,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Calabacin_Eco,Verde (Eco),0.61
1717,2018-03-19,2018-03-25,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pepino_Eco,Tipo Holandés O Almería (Eco),1.18
1718,2018-03-19,2018-03-25,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,California (Eco),1.51
1719,2018-03-19,2018-03-25,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,California (Eco),1.45
1720,2018-03-19,2018-03-25,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,California (Eco),0.78
1721,2018-03-19,2018-03-25,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,Dulce Cónico (Eco),2.19
1722,2018-03-19,2018-03-25,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,Dulce Cónico (Eco),1.87
1723,2018-03-19,2018-03-25,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Pera (Eco),0.67
1724,2018-03-19,2018-03-25,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Rama (Eco),0.86
1725,2018-03-19,2018-03-25,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Redondo (Eco),0.46
1726,2018-03-19,2018-03-25,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Tipo Cherry (Eco),1.97
1727,2018-03-19,2018-03-25,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Tipo Cherry (Eco),1.93
1728,2018-03-19,2018-03-25,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Tipo Cherry (Eco),1.49
1733,2018-03-26,2018-01-04,Frutales,Frutales de cáscara,Almendra,Pepita,5.08
1734,2018-03-26,2018-01-04,Frutales,Frutales de cáscara,Almendra,Pepita,5.1
1735,2018-03-26,2018-01-04,Frutales,Frutales de cáscara,Almendra,Pepita,5.45
1759,2018-03-26,2018-01-04,Hortalizas,Hortícolas al aire libre,Esparrago,Verde,3.07
1762,2018-03-26,2018-01-04,Hortalizas,Hortícolas al aire libre,Zanahoria,Nantesa,0.4
1764,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Berenjena,Larga,0.19
1765,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Berenjena,Larga,0.04
1766,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Berenjena,Larga,0.18
1768,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Berenjena,Rayada,0.66
1769,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Berenjena,Rayada,0.23
1770,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Berenjena,Rayada,0.7
1774,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Calabacin,Verde,0.56
1775,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Calabacin,Verde,0.27
1776,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Calabacin,Verde,0.58
1780,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Judia_Verde,Plana,1.74
1781,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Judia_Verde,Plana,0.71
1782,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Judia_Verde,Plana,1.83
1783,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Judia_Verde,Redonda,2.25
1784,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Judia_Verde,Redonda,0.52
1785,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Judia_Verde,Redonda,2.66
1788,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Pepino,Corto O Tipo Español,0.3
1789,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Pepino,Corto O Tipo Español,0.18
1790,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Pepino,Corto O Tipo Español,0.33
1791,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Pepino,Largo Tipo Holandés O Almería,0.42
1792,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Pepino,Largo Tipo Holandés O Almería,0.11
1793,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Pepino,Largo Tipo Holandés O Almería,0.49
1794,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Pepino,Medio Largo O Tipo Francés,0.39
1795,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Pepino,Medio Largo O Tipo Francés,0.16
1796,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Pepino,Medio Largo O Tipo Francés,0.44
1800,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Pimiento,California,0.46
1801,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Pimiento,California,0.17
1802,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Pimiento,California,0.43
1803,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Pimiento,California,0.65
1804,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Pimiento,California,0.08
1805,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Pimiento,California,0.54
1806,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Pimiento,California,0.23
1807,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Pimiento,California,0.51
1808,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Pimiento,California,0.13
1809,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Pimiento,California,0.22
1810,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Pimiento,California,0.12
1811,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Pimiento,California,0.55
1812,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Pimiento,California,0.18
1813,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Pimiento,California,0.52
1814,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Pimiento,Dulce Cónico,1.36
1815,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Pimiento,Dulce Cónico,0.26
1816,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Pimiento,Italiano,1.05
1817,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Pimiento,Italiano,0.7
1818,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Pimiento,Italiano,1.1
1819,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.54
1820,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.18
1821,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.59
1822,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.46
1823,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.18
1824,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.5
1825,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.66
1826,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.25
1827,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Pimiento,Lamuyo,0.72
1830,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Pimiento,Snack,2.36
1831,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Pimiento,Snack,0.38
1834,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Tomate,Asurcado ,1.33
1835,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Tomate,Asurcado ,0.68
1836,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Tomate,Asurcado ,1.08
1837,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Tomate,Larga Vida,0.49
1838,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Tomate,Larga Vida,0.18
1839,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Tomate,Larga Vida,0.39
1840,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Tomate,Liso,0.54
1841,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Tomate,Liso,0.62
1842,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Tomate,Liso,0.66
1845,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Tomate,Pera,0.48
1846,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Tomate,Pera,0.2
1847,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Tomate,Pera,0.49
1848,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Tomate,Rama,0.49
1849,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Tomate,Rama,0.2
1850,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Tomate,Rama,0.45
1851,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.35
1852,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,0.91
1853,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,0.35
1854,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.08
1855,2018-03-26,2018-01-04,Hortalizas,Hortícolas protegidos,Tomate,Tipo Cherry,1.78
1856,2018-03-26,2018-01-04,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Berenjena_Eco,Larga (Eco),0.65
1857,2018-03-26,2018-01-04,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Calabacin_Eco,Verde (Eco),0.6
1858,2018-03-26,2018-01-04,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pepino_Eco,Tipo Holandés O Almería (Eco),1.14
1859,2018-03-26,2018-01-04,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,California (Eco),1.52
1860,2018-03-26,2018-01-04,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,California (Eco),1.46
1861,2018-03-26,2018-01-04,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,California (Eco),0.93
1862,2018-03-26,2018-01-04,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,Dulce Cónico (Eco),2.1
1863,2018-03-26,2018-01-04,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Pimiento_Eco,Dulce Cónico (Eco),1.5
1864,2018-03-26,2018-01-04,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Pera (Eco),0.7
1865,2018-03-26,2018-01-04,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Rama (Eco),0.84
1866,2018-03-26,2018-01-04,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Redondo (Eco),0.44
1867,2018-03-26,2018-01-04,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Tipo Cherry (Eco),1.98
1868,2018-03-26,2018-01-04,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Tipo Cherry (Eco),1.99
1869,2018-03-26,2018-01-04,Hortalizas ecológicas,Hortícolas protegidos ecológicos,Tomate_Eco,Tipo Cherry (Eco),1.4
1874,2018-02-04,2018-08-04,Frutales,Frutales de cáscara,Almendra,Pepita,4.25
1896,2018-02-04,2018-08-04,Hortalizas,Hortícolas al aire libre,Esparrago,Verde,2.86
1899,2018-02-04,2018-08-04,Hortalizas,Hortícolas al aire libre,Zanahoria,Nantesa,0.51
1901,2018-02-04,2018-08-04,Hortalizas,Hortícolas protegidos,Berenjena,Larga,0.21
1902,2018-02-04,2018-08-04,Hortalizas,Hortícolas protegidos,Berenjena,Larga,0.04
1903,2018-02-04,2018-08-04,Hortalizas,Hortícolas protegidos,Berenjena,Larga,0.21
1905,2018-02-04,2018-08-04,Hortalizas,Hortícolas protegidos,Berenjena,Rayada,0.61
